usage_id,account_id,entitlement_id,sku,period_month,quantity_used
USE-0957173,ACC-10332,ENT-0804427,SW-SDC-120,2026-02-01,171
USE-0957174,ACC-10332,ENT-0804427,SW-SDC-120,2026-03-01,174
USE-0957175,ACC-10332,ENT-0804427,SW-SDC-120,2026-04-01,176
USE-0957176,ACC-10332,ENT-0804427,SW-SDC-120,2026-05-01,178
USE-0957177,ACC-10332,ENT-0804429,SW-NOC-130,2025-08-01,20
USE-0957178,ACC-10332,ENT-0804429,SW-NOC-130,2025-09-01,21
USE-0957179,ACC-10332,ENT-0804429,SW-NOC-130,2025-10-01,21
USE-0957180,ACC-10332,ENT-0804429,SW-NOC-130,2025-11-01,22
USE-0957181,ACC-10332,ENT-0804429,SW-NOC-130,2025-12-01,22
USE-0957182,ACC-10332,ENT-0804429,SW-NOC-130,2026-01-01,23
USE-0957183,ACC-10332,ENT-0804429,SW-NOC-130,2026-02-01,23
USE-0957184,ACC-10332,ENT-0804429,SW-NOC-130,2026-03-01,24
USE-0957185,ACC-10332,ENT-0804429,SW-NOC-130,2026-04-01,24
USE-0957186,ACC-10332,ENT-0804429,SW-NOC-130,2026-05-01,24
USE-0957187,ACC-10333,ENT-0804430,SW-OBS-130,2024-01-01,35
USE-0957188,ACC-10333,ENT-0804430,SW-OBS-130,2024-02-01,36
USE-0957189,ACC-10333,ENT-0804430,SW-OBS-130,2024-03-01,37
USE-0957190,ACC-10333,ENT-0804430,SW-OBS-130,2024-04-01,38
USE-0957191,ACC-10333,ENT-0804430,SW-OBS-130,2024-05-01,39
USE-0957192,ACC-10333,ENT-0804430,SW-OBS-130,2024-06-01,39
USE-0957193,ACC-10333,ENT-0804430,SW-OBS-130,2024-07-01,40
USE-0957194,ACC-10333,ENT-0804430,SW-OBS-130,2024-08-01,41
USE-0957195,ACC-10333,ENT-0804430,SW-OBS-130,2024-09-01,42
USE-0957196,ACC-10333,ENT-0804430,SW-OBS-130,2024-10-01,43
USE-0957197,ACC-10333,ENT-0804430,SW-OBS-130,2024-11-01,44
USE-0957198,ACC-10333,ENT-0804430,SW-OBS-130,2024-12-01,44
USE-0957199,ACC-10333,ENT-0804430,SW-OBS-130,2025-01-01,45
USE-0957200,ACC-10333,ENT-0804430,SW-OBS-130,2025-02-01,46
USE-0957201,ACC-10333,ENT-0804430,SW-OBS-130,2025-03-01,47
USE-0957202,ACC-10333,ENT-0804430,SW-OBS-130,2025-04-01,48
USE-0957203,ACC-10333,ENT-0804430,SW-OBS-130,2025-05-01,49
USE-0957204,ACC-10333,ENT-0804430,SW-OBS-130,2025-06-01,49
USE-0957205,ACC-10333,ENT-0804430,SW-OBS-130,2025-07-01,50
USE-0957206,ACC-10333,ENT-0804430,SW-OBS-130,2025-08-01,51
USE-0957207,ACC-10333,ENT-0804430,SW-OBS-130,2025-09-01,52
USE-0957208,ACC-10333,ENT-0804430,SW-OBS-130,2025-10-01,53
USE-0957209,ACC-10333,ENT-0804430,SW-OBS-130,2025-11-01,54
USE-0957210,ACC-10333,ENT-0804430,SW-OBS-130,2025-12-01,54
USE-0957211,ACC-10333,ENT-0804430,SW-OBS-130,2026-01-01,55
USE-0957212,ACC-10333,ENT-0804430,SW-OBS-130,2026-02-01,56
USE-0957213,ACC-10333,ENT-0804430,SW-OBS-130,2026-03-01,57
USE-0957214,ACC-10333,ENT-0804430,SW-OBS-130,2026-04-01,58
USE-0957215,ACC-10333,ENT-0804430,SW-OBS-130,2026-05-01,59
USE-0957216,ACC-10333,ENT-0804431,SW-ZTN-110,2024-01-01,173
USE-0957217,ACC-10333,ENT-0804431,SW-ZTN-110,2024-02-01,175
USE-0957218,ACC-10333,ENT-0804431,SW-ZTN-110,2024-03-01,178
USE-0957219,ACC-10333,ENT-0804431,SW-ZTN-110,2024-04-01,180
USE-0957220,ACC-10333,ENT-0804431,SW-ZTN-110,2024-05-01,183
USE-0957221,ACC-10333,ENT-0804431,SW-ZTN-110,2024-06-01,185
USE-0957222,ACC-10333,ENT-0804431,SW-ZTN-110,2024-07-01,188
USE-0957223,ACC-10333,ENT-0804431,SW-ZTN-110,2024-08-01,190
USE-0957224,ACC-10333,ENT-0804431,SW-ZTN-110,2024-09-01,193
USE-0957225,ACC-10333,ENT-0804431,SW-ZTN-110,2024-10-01,195
USE-0957226,ACC-10333,ENT-0804431,SW-ZTN-110,2024-11-01,198
USE-0957227,ACC-10333,ENT-0804431,SW-ZTN-110,2024-12-01,201
USE-0957228,ACC-10333,ENT-0804431,SW-ZTN-110,2025-01-01,203
USE-0957229,ACC-10333,ENT-0804431,SW-ZTN-110,2025-02-01,206
USE-0957230,ACC-10333,ENT-0804431,SW-ZTN-110,2025-03-01,208
USE-0957231,ACC-10333,ENT-0804431,SW-ZTN-110,2025-04-01,211
USE-0957232,ACC-10333,ENT-0804431,SW-ZTN-110,2025-05-01,213
USE-0957233,ACC-10333,ENT-0804431,SW-ZTN-110,2025-06-01,216
USE-0957234,ACC-10333,ENT-0804431,SW-ZTN-110,2025-07-01,218
USE-0957235,ACC-10333,ENT-0804431,SW-ZTN-110,2025-08-01,221
USE-0957236,ACC-10333,ENT-0804431,SW-ZTN-110,2025-09-01,223
USE-0957237,ACC-10333,ENT-0804431,SW-ZTN-110,2025-10-01,226
USE-0957238,ACC-10333,ENT-0804431,SW-ZTN-110,2025-11-01,228
USE-0957239,ACC-10333,ENT-0804431,SW-ZTN-110,2025-12-01,231
USE-0957240,ACC-10333,ENT-0804431,SW-ZTN-110,2026-01-01,233
USE-0957241,ACC-10333,ENT-0804431,SW-ZTN-110,2026-02-01,236
USE-0957242,ACC-10333,ENT-0804431,SW-ZTN-110,2026-03-01,238
USE-0957243,ACC-10333,ENT-0804431,SW-ZTN-110,2026-04-01,241
USE-0957244,ACC-10333,ENT-0804431,SW-ZTN-110,2026-05-01,243
USE-0957245,ACC-10333,ENT-0804432,SW-OBS-120,2024-01-01,123
USE-0957246,ACC-10333,ENT-0804432,SW-OBS-120,2024-02-01,123
USE-0957247,ACC-10333,ENT-0804432,SW-OBS-120,2024-03-01,123
USE-0957248,ACC-10333,ENT-0804432,SW-OBS-120,2024-04-01,123
USE-0957249,ACC-10333,ENT-0804432,SW-OBS-120,2024-05-01,122
USE-0957250,ACC-10333,ENT-0804432,SW-OBS-120,2024-06-01,122
USE-0957251,ACC-10333,ENT-0804432,SW-OBS-120,2024-07-01,122
USE-0957252,ACC-10333,ENT-0804432,SW-OBS-120,2024-08-01,122
USE-0957253,ACC-10333,ENT-0804432,SW-OBS-120,2024-09-01,122
USE-0957254,ACC-10333,ENT-0804432,SW-OBS-120,2024-10-01,121
USE-0957255,ACC-10333,ENT-0804432,SW-OBS-120,2024-11-01,121
USE-0957256,ACC-10333,ENT-0804432,SW-OBS-120,2024-12-01,121
USE-0957257,ACC-10333,ENT-0804432,SW-OBS-120,2025-01-01,121
USE-0957258,ACC-10333,ENT-0804432,SW-OBS-120,2025-02-01,121
USE-0957259,ACC-10333,ENT-0804432,SW-OBS-120,2025-03-01,120
USE-0957260,ACC-10333,ENT-0804432,SW-OBS-120,2025-04-01,120
USE-0957261,ACC-10333,ENT-0804432,SW-OBS-120,2025-05-01,120
USE-0957262,ACC-10333,ENT-0804432,SW-OBS-120,2025-06-01,120
USE-0957263,ACC-10333,ENT-0804432,SW-OBS-120,2025-07-01,119
USE-0957264,ACC-10333,ENT-0804432,SW-OBS-120,2025-08-01,119
USE-0957265,ACC-10333,ENT-0804432,SW-OBS-120,2025-09-01,119
USE-0957266,ACC-10333,ENT-0804432,SW-OBS-120,2025-10-01,119
USE-0957267,ACC-10333,ENT-0804432,SW-OBS-120,2025-11-01,119
USE-0957268,ACC-10333,ENT-0804432,SW-OBS-120,2025-12-01,118
USE-0957269,ACC-10333,ENT-0804432,SW-OBS-120,2026-01-01,118
USE-0957270,ACC-10333,ENT-0804432,SW-OBS-120,2026-02-01,118
USE-0957271,ACC-10333,ENT-0804432,SW-OBS-120,2026-03-01,118
USE-0957272,ACC-10333,ENT-0804432,SW-OBS-120,2026-04-01,118
USE-0957273,ACC-10333,ENT-0804432,SW-OBS-120,2026-05-01,117
USE-0957274,ACC-10333,ENT-0804433,SW-SEC-120,2024-01-01,106
USE-0957275,ACC-10333,ENT-0804433,SW-SEC-120,2024-02-01,106
USE-0957276,ACC-10333,ENT-0804433,SW-SEC-120,2024-03-01,106
USE-0957277,ACC-10333,ENT-0804433,SW-SEC-120,2024-04-01,105
USE-0957278,ACC-10333,ENT-0804433,SW-SEC-120,2024-05-01,105
USE-0957279,ACC-10333,ENT-0804433,SW-SEC-120,2024-06-01,105
USE-0957280,ACC-10333,ENT-0804433,SW-SEC-120,2024-07-01,105
USE-0957281,ACC-10333,ENT-0804433,SW-SEC-120,2024-08-01,105
USE-0957282,ACC-10333,ENT-0804433,SW-SEC-120,2024-09-01,104
USE-0957283,ACC-10333,ENT-0804433,SW-SEC-120,2024-10-01,104
USE-0957284,ACC-10333,ENT-0804433,SW-SEC-120,2024-11-01,104
USE-0957285,ACC-10333,ENT-0804433,SW-SEC-120,2024-12-01,104
USE-0957286,ACC-10333,ENT-0804433,SW-SEC-120,2025-01-01,104
USE-0957287,ACC-10333,ENT-0804433,SW-SEC-120,2025-02-01,104
USE-0957288,ACC-10333,ENT-0804433,SW-SEC-120,2025-03-01,103
USE-0957289,ACC-10333,ENT-0804433,SW-SEC-120,2025-04-01,103
USE-0957290,ACC-10333,ENT-0804433,SW-SEC-120,2025-05-01,103
USE-0957291,ACC-10333,ENT-0804433,SW-SEC-120,2025-06-01,103
USE-0957292,ACC-10333,ENT-0804433,SW-SEC-120,2025-07-01,103
USE-0957293,ACC-10333,ENT-0804433,SW-SEC-120,2025-08-01,103
USE-0957294,ACC-10333,ENT-0804433,SW-SEC-120,2025-09-01,102
USE-0957295,ACC-10333,ENT-0804433,SW-SEC-120,2025-10-01,102
USE-0957296,ACC-10333,ENT-0804433,SW-SEC-120,2025-11-01,102
USE-0957297,ACC-10333,ENT-0804433,SW-SEC-120,2025-12-01,102
USE-0957298,ACC-10333,ENT-0804433,SW-SEC-120,2026-01-01,102
USE-0957299,ACC-10333,ENT-0804433,SW-SEC-120,2026-02-01,102
USE-0957300,ACC-10333,ENT-0804433,SW-SEC-120,2026-03-01,101
USE-0957301,ACC-10333,ENT-0804433,SW-SEC-120,2026-04-01,101
USE-0957302,ACC-10333,ENT-0804433,SW-SEC-120,2026-05-01,101
USE-0957303,ACC-10333,ENT-0804437,SW-SEC-140,2024-04-01,158
USE-0957304,ACC-10333,ENT-0804437,SW-SEC-140,2024-05-01,156
USE-0957305,ACC-10333,ENT-0804437,SW-SEC-140,2024-06-01,154
USE-0957306,ACC-10333,ENT-0804437,SW-SEC-140,2024-07-01,152
USE-0957307,ACC-10333,ENT-0804437,SW-SEC-140,2024-08-01,150
USE-0957308,ACC-10333,ENT-0804437,SW-SEC-140,2024-09-01,148
USE-0957309,ACC-10333,ENT-0804437,SW-SEC-140,2024-10-01,146
USE-0957310,ACC-10333,ENT-0804437,SW-SEC-140,2024-11-01,144
USE-0957311,ACC-10333,ENT-0804437,SW-SEC-140,2024-12-01,142
USE-0957312,ACC-10333,ENT-0804437,SW-SEC-140,2025-01-01,140
USE-0957313,ACC-10333,ENT-0804437,SW-SEC-140,2025-02-01,138
USE-0957314,ACC-10333,ENT-0804437,SW-SEC-140,2025-03-01,136
USE-0957315,ACC-10333,ENT-0804437,SW-SEC-140,2025-04-01,134
USE-0957316,ACC-10333,ENT-0804437,SW-SEC-140,2025-05-01,132
USE-0957317,ACC-10333,ENT-0804437,SW-SEC-140,2025-06-01,130
USE-0957318,ACC-10333,ENT-0804437,SW-SEC-140,2025-07-01,128
USE-0957319,ACC-10333,ENT-0804437,SW-SEC-140,2025-08-01,126
USE-0957320,ACC-10333,ENT-0804437,SW-SEC-140,2025-09-01,124
USE-0957321,ACC-10333,ENT-0804437,SW-SEC-140,2025-10-01,122
USE-0957322,ACC-10333,ENT-0804437,SW-SEC-140,2025-11-01,120
USE-0957323,ACC-10333,ENT-0804437,SW-SEC-140,2025-12-01,118
USE-0957324,ACC-10333,ENT-0804437,SW-SEC-140,2026-01-01,116
USE-0957325,ACC-10333,ENT-0804437,SW-SEC-140,2026-02-01,114
USE-0957326,ACC-10333,ENT-0804437,SW-SEC-140,2026-03-01,112
USE-0957327,ACC-10333,ENT-0804437,SW-SEC-140,2026-04-01,110
USE-0957328,ACC-10333,ENT-0804437,SW-SEC-140,2026-05-01,108
USE-0957329,ACC-10333,ENT-0804438,SW-NOC-120,2024-04-01,47
USE-0957330,ACC-10333,ENT-0804438,SW-NOC-120,2024-05-01,48
USE-0957331,ACC-10333,ENT-0804438,SW-NOC-120,2024-06-01,49
USE-0957332,ACC-10333,ENT-0804438,SW-NOC-120,2024-07-01,50
USE-0957333,ACC-10333,ENT-0804438,SW-NOC-120,2024-08-01,51
USE-0957334,ACC-10333,ENT-0804438,SW-NOC-120,2024-09-01,51
USE-0957335,ACC-10333,ENT-0804438,SW-NOC-120,2024-10-01,52
USE-0957336,ACC-10333,ENT-0804438,SW-NOC-120,2024-11-01,53
USE-0957337,ACC-10333,ENT-0804438,SW-NOC-120,2024-12-01,54
USE-0957338,ACC-10333,ENT-0804438,SW-NOC-120,2025-01-01,55
USE-0957339,ACC-10333,ENT-0804438,SW-NOC-120,2025-02-01,55
USE-0957340,ACC-10333,ENT-0804438,SW-NOC-120,2025-03-01,56
USE-0957341,ACC-10333,ENT-0804438,SW-NOC-120,2025-04-01,57
USE-0957342,ACC-10333,ENT-0804438,SW-NOC-120,2025-05-01,58
USE-0957343,ACC-10333,ENT-0804438,SW-NOC-120,2025-06-01,59
USE-0957344,ACC-10333,ENT-0804438,SW-NOC-120,2025-07-01,60
USE-0957345,ACC-10333,ENT-0804438,SW-NOC-120,2025-08-01,60
USE-0957346,ACC-10333,ENT-0804438,SW-NOC-120,2025-09-01,61
USE-0957347,ACC-10333,ENT-0804438,SW-NOC-120,2025-10-01,62
USE-0957348,ACC-10333,ENT-0804438,SW-NOC-120,2025-11-01,63
USE-0957349,ACC-10333,ENT-0804438,SW-NOC-120,2025-12-01,64
USE-0957350,ACC-10333,ENT-0804438,SW-NOC-120,2026-01-01,65
USE-0957351,ACC-10333,ENT-0804438,SW-NOC-120,2026-02-01,65
USE-0957352,ACC-10333,ENT-0804438,SW-NOC-120,2026-03-01,66
USE-0957353,ACC-10333,ENT-0804438,SW-NOC-120,2026-04-01,67
USE-0957354,ACC-10333,ENT-0804438,SW-NOC-120,2026-05-01,68
USE-0957355,ACC-10333,ENT-0804440,SW-ZTN-120,2024-04-01,186
USE-0957356,ACC-10333,ENT-0804440,SW-ZTN-120,2024-05-01,185
USE-0957357,ACC-10333,ENT-0804440,SW-ZTN-120,2024-06-01,184
USE-0957358,ACC-10333,ENT-0804440,SW-ZTN-120,2024-07-01,182
USE-0957359,ACC-10333,ENT-0804440,SW-ZTN-120,2024-08-01,181
USE-0957360,ACC-10333,ENT-0804440,SW-ZTN-120,2024-09-01,179
USE-0957361,ACC-10333,ENT-0804440,SW-ZTN-120,2024-10-01,178
USE-0957362,ACC-10333,ENT-0804440,SW-ZTN-120,2024-11-01,176
USE-0957363,ACC-10333,ENT-0804440,SW-ZTN-120,2024-12-01,175
USE-0957364,ACC-10333,ENT-0804440,SW-ZTN-120,2025-01-01,173
USE-0957365,ACC-10333,ENT-0804440,SW-ZTN-120,2025-02-01,172
USE-0957366,ACC-10333,ENT-0804440,SW-ZTN-120,2025-03-01,170
USE-0957367,ACC-10333,ENT-0804440,SW-ZTN-120,2025-04-01,169
USE-0957368,ACC-10333,ENT-0804440,SW-ZTN-120,2025-05-01,167
USE-0957369,ACC-10333,ENT-0804440,SW-ZTN-120,2025-06-01,166
USE-0957370,ACC-10333,ENT-0804440,SW-ZTN-120,2025-07-01,165
USE-0957371,ACC-10333,ENT-0804440,SW-ZTN-120,2025-08-01,163
USE-0957372,ACC-10333,ENT-0804440,SW-ZTN-120,2025-09-01,162
USE-0957373,ACC-10333,ENT-0804440,SW-ZTN-120,2025-10-01,160
USE-0957374,ACC-10333,ENT-0804440,SW-ZTN-120,2025-11-01,159
USE-0957375,ACC-10333,ENT-0804440,SW-ZTN-120,2025-12-01,157
USE-0957376,ACC-10333,ENT-0804440,SW-ZTN-120,2026-01-01,156
USE-0957377,ACC-10333,ENT-0804440,SW-ZTN-120,2026-02-01,154
USE-0957378,ACC-10333,ENT-0804440,SW-ZTN-120,2026-03-01,153
USE-0957379,ACC-10333,ENT-0804440,SW-ZTN-120,2026-04-01,151
USE-0957380,ACC-10333,ENT-0804440,SW-ZTN-120,2026-05-01,150
USE-0957381,ACC-10333,ENT-0804441,SW-ZTN-120,2024-04-01,191
USE-0957382,ACC-10333,ENT-0804441,SW-ZTN-120,2024-05-01,189
USE-0957383,ACC-10333,ENT-0804441,SW-ZTN-120,2024-06-01,187
USE-0957384,ACC-10333,ENT-0804441,SW-ZTN-120,2024-07-01,184
USE-0957385,ACC-10333,ENT-0804441,SW-ZTN-120,2024-08-01,182
USE-0957386,ACC-10333,ENT-0804441,SW-ZTN-120,2024-09-01,179
USE-0957387,ACC-10333,ENT-0804441,SW-ZTN-120,2024-10-01,177
USE-0957388,ACC-10333,ENT-0804441,SW-ZTN-120,2024-11-01,174
USE-0957389,ACC-10333,ENT-0804441,SW-ZTN-120,2024-12-01,172
USE-0957390,ACC-10333,ENT-0804441,SW-ZTN-120,2025-01-01,170
USE-0957391,ACC-10333,ENT-0804441,SW-ZTN-120,2025-02-01,167
USE-0957392,ACC-10333,ENT-0804441,SW-ZTN-120,2025-03-01,165
USE-0957393,ACC-10333,ENT-0804441,SW-ZTN-120,2025-04-01,162
USE-0957394,ACC-10333,ENT-0804441,SW-ZTN-120,2025-05-01,160
USE-0957395,ACC-10333,ENT-0804441,SW-ZTN-120,2025-06-01,158
USE-0957396,ACC-10333,ENT-0804441,SW-ZTN-120,2025-07-01,155
USE-0957397,ACC-10333,ENT-0804441,SW-ZTN-120,2025-08-01,153
USE-0957398,ACC-10333,ENT-0804441,SW-ZTN-120,2025-09-01,150
USE-0957399,ACC-10333,ENT-0804441,SW-ZTN-120,2025-10-01,148
USE-0957400,ACC-10333,ENT-0804441,SW-ZTN-120,2025-11-01,145
USE-0957401,ACC-10333,ENT-0804441,SW-ZTN-120,2025-12-01,143
USE-0957402,ACC-10333,ENT-0804441,SW-ZTN-120,2026-01-01,141
USE-0957403,ACC-10333,ENT-0804441,SW-ZTN-120,2026-02-01,138
USE-0957404,ACC-10333,ENT-0804441,SW-ZTN-120,2026-03-01,136
USE-0957405,ACC-10333,ENT-0804441,SW-ZTN-120,2026-04-01,133
USE-0957406,ACC-10333,ENT-0804441,SW-ZTN-120,2026-05-01,131
USE-0957407,ACC-10333,ENT-0804443,SW-SEC-140,2024-04-01,277
USE-0957408,ACC-10333,ENT-0804443,SW-SEC-140,2024-05-01,274
USE-0957409,ACC-10333,ENT-0804443,SW-SEC-140,2024-06-01,272
USE-0957410,ACC-10333,ENT-0804443,SW-SEC-140,2024-07-01,270
USE-0957411,ACC-10333,ENT-0804443,SW-SEC-140,2024-08-01,268
USE-0957412,ACC-10333,ENT-0804443,SW-SEC-140,2024-09-01,266
USE-0957413,ACC-10333,ENT-0804443,SW-SEC-140,2024-10-01,264
USE-0957414,ACC-10333,ENT-0804443,SW-SEC-140,2024-11-01,262
USE-0957415,ACC-10333,ENT-0804443,SW-SEC-140,2024-12-01,260
USE-0957416,ACC-10333,ENT-0804443,SW-SEC-140,2025-01-01,257
USE-0957417,ACC-10333,ENT-0804443,SW-SEC-140,2025-02-01,255
USE-0957418,ACC-10333,ENT-0804443,SW-SEC-140,2025-03-01,253
USE-0957419,ACC-10333,ENT-0804443,SW-SEC-140,2025-04-01,251
USE-0957420,ACC-10333,ENT-0804443,SW-SEC-140,2025-05-01,249
USE-0957421,ACC-10333,ENT-0804443,SW-SEC-140,2025-06-01,247
USE-0957422,ACC-10333,ENT-0804443,SW-SEC-140,2025-07-01,245
USE-0957423,ACC-10333,ENT-0804443,SW-SEC-140,2025-08-01,243
USE-0957424,ACC-10333,ENT-0804443,SW-SEC-140,2025-09-01,240
USE-0957425,ACC-10333,ENT-0804443,SW-SEC-140,2025-10-01,238
USE-0957426,ACC-10333,ENT-0804443,SW-SEC-140,2025-11-01,236
USE-0957427,ACC-10333,ENT-0804443,SW-SEC-140,2025-12-01,234
USE-0957428,ACC-10333,ENT-0804443,SW-SEC-140,2026-01-01,232
USE-0957429,ACC-10333,ENT-0804443,SW-SEC-140,2026-02-01,230
USE-0957430,ACC-10333,ENT-0804443,SW-SEC-140,2026-03-01,228
USE-0957431,ACC-10333,ENT-0804443,SW-SEC-140,2026-04-01,226
USE-0957432,ACC-10333,ENT-0804443,SW-SEC-140,2026-05-01,223
USE-0957433,ACC-10334,ENT-0804444,SW-ZTN-110,2022-05-01,540
USE-0957434,ACC-10334,ENT-0804444,SW-ZTN-110,2022-06-01,554
USE-0957435,ACC-10334,ENT-0804444,SW-ZTN-110,2022-07-01,568
USE-0957436,ACC-10334,ENT-0804444,SW-ZTN-110,2022-08-01,581
USE-0957437,ACC-10334,ENT-0804444,SW-ZTN-110,2022-09-01,595
USE-0957438,ACC-10334,ENT-0804444,SW-ZTN-110,2022-10-01,609
USE-0957439,ACC-10334,ENT-0804444,SW-ZTN-110,2022-11-01,623
USE-0957440,ACC-10334,ENT-0804444,SW-ZTN-110,2022-12-01,636
USE-0957441,ACC-10334,ENT-0804444,SW-ZTN-110,2023-01-01,650
USE-0957442,ACC-10334,ENT-0804444,SW-ZTN-110,2023-02-01,664
USE-0957443,ACC-10334,ENT-0804444,SW-ZTN-110,2023-03-01,677
USE-0957444,ACC-10334,ENT-0804444,SW-ZTN-110,2023-04-01,691
USE-0957445,ACC-10334,ENT-0804444,SW-ZTN-110,2023-05-01,705
USE-0957446,ACC-10334,ENT-0804444,SW-ZTN-110,2023-06-01,718
USE-0957447,ACC-10334,ENT-0804444,SW-ZTN-110,2023-07-01,732
USE-0957448,ACC-10334,ENT-0804444,SW-ZTN-110,2023-08-01,746
USE-0957449,ACC-10334,ENT-0804444,SW-ZTN-110,2023-09-01,759
USE-0957450,ACC-10334,ENT-0804444,SW-ZTN-110,2023-10-01,773
USE-0957451,ACC-10334,ENT-0804444,SW-ZTN-110,2023-11-01,787
USE-0957452,ACC-10334,ENT-0804444,SW-ZTN-110,2023-12-01,800
USE-0957453,ACC-10334,ENT-0804444,SW-ZTN-110,2024-01-01,814
USE-0957454,ACC-10334,ENT-0804444,SW-ZTN-110,2024-02-01,828
USE-0957455,ACC-10334,ENT-0804444,SW-ZTN-110,2024-03-01,842
USE-0957456,ACC-10334,ENT-0804444,SW-ZTN-110,2024-04-01,855
USE-0957457,ACC-10334,ENT-0804444,SW-ZTN-110,2024-05-01,869
USE-0957458,ACC-10334,ENT-0804445,SW-SEC-140,2022-05-01,441
USE-0957459,ACC-10334,ENT-0804445,SW-SEC-140,2022-06-01,452
USE-0957460,ACC-10334,ENT-0804445,SW-SEC-140,2022-07-01,463
USE-0957461,ACC-10334,ENT-0804445,SW-SEC-140,2022-08-01,474
USE-0957462,ACC-10334,ENT-0804445,SW-SEC-140,2022-09-01,485
USE-0957463,ACC-10334,ENT-0804445,SW-SEC-140,2022-10-01,496
USE-0957464,ACC-10334,ENT-0804445,SW-SEC-140,2022-11-01,506
USE-0957465,ACC-10334,ENT-0804445,SW-SEC-140,2022-12-01,517
USE-0957466,ACC-10334,ENT-0804445,SW-SEC-140,2023-01-01,528
USE-0957467,ACC-10334,ENT-0804445,SW-SEC-140,2023-02-01,539
USE-0957468,ACC-10334,ENT-0804445,SW-SEC-140,2023-03-01,550
USE-0957469,ACC-10334,ENT-0804445,SW-SEC-140,2023-04-01,561
USE-0957470,ACC-10334,ENT-0804445,SW-SEC-140,2023-05-01,571
USE-0957471,ACC-10334,ENT-0804445,SW-SEC-140,2023-06-01,582
USE-0957472,ACC-10334,ENT-0804445,SW-SEC-140,2023-07-01,593
USE-0957473,ACC-10334,ENT-0804445,SW-SEC-140,2023-08-01,604
USE-0957474,ACC-10334,ENT-0804445,SW-SEC-140,2023-09-01,615
USE-0957475,ACC-10334,ENT-0804445,SW-SEC-140,2023-10-01,626
USE-0957476,ACC-10334,ENT-0804445,SW-SEC-140,2023-11-01,636
USE-0957477,ACC-10334,ENT-0804445,SW-SEC-140,2023-12-01,647
USE-0957478,ACC-10334,ENT-0804445,SW-SEC-140,2024-01-01,658
USE-0957479,ACC-10334,ENT-0804445,SW-SEC-140,2024-02-01,669
USE-0957480,ACC-10334,ENT-0804445,SW-SEC-140,2024-03-01,680
USE-0957481,ACC-10334,ENT-0804445,SW-SEC-140,2024-04-01,691
USE-0957482,ACC-10334,ENT-0804445,SW-SEC-140,2024-05-01,701
USE-0957483,ACC-10334,ENT-0804449,SW-NOC-120,2022-06-01,206
USE-0957484,ACC-10334,ENT-0804449,SW-NOC-120,2022-07-01,205
USE-0957485,ACC-10334,ENT-0804449,SW-NOC-120,2022-08-01,203
USE-0957486,ACC-10334,ENT-0804449,SW-NOC-120,2022-09-01,201
USE-0957487,ACC-10334,ENT-0804449,SW-NOC-120,2022-10-01,200
USE-0957488,ACC-10334,ENT-0804449,SW-NOC-120,2022-11-01,198
USE-0957489,ACC-10334,ENT-0804449,SW-NOC-120,2022-12-01,196
USE-0957490,ACC-10334,ENT-0804449,SW-NOC-120,2023-01-01,195
USE-0957491,ACC-10334,ENT-0804449,SW-NOC-120,2023-02-01,193
USE-0957492,ACC-10334,ENT-0804449,SW-NOC-120,2023-03-01,192
USE-0957493,ACC-10334,ENT-0804449,SW-NOC-120,2023-04-01,190
USE-0957494,ACC-10334,ENT-0804449,SW-NOC-120,2023-05-01,188
USE-0957495,ACC-10334,ENT-0804449,SW-NOC-120,2023-06-01,187
USE-0957496,ACC-10334,ENT-0804449,SW-NOC-120,2023-07-01,185
USE-0957497,ACC-10334,ENT-0804449,SW-NOC-120,2023-08-01,183
USE-0957498,ACC-10334,ENT-0804449,SW-NOC-120,2023-09-01,182
USE-0957499,ACC-10334,ENT-0804449,SW-NOC-120,2023-10-01,180
USE-0957500,ACC-10334,ENT-0804449,SW-NOC-120,2023-11-01,178
USE-0957501,ACC-10334,ENT-0804449,SW-NOC-120,2023-12-01,177
USE-0957502,ACC-10334,ENT-0804449,SW-NOC-120,2024-01-01,175
USE-0957503,ACC-10334,ENT-0804449,SW-NOC-120,2024-02-01,174
USE-0957504,ACC-10334,ENT-0804449,SW-NOC-120,2024-03-01,172
USE-0957505,ACC-10334,ENT-0804449,SW-NOC-120,2024-04-01,170
USE-0957506,ACC-10334,ENT-0804449,SW-NOC-120,2024-05-01,169
USE-0957507,ACC-10334,ENT-0804449,SW-NOC-120,2024-06-01,167
USE-0957508,ACC-10334,ENT-0804449,SW-NOC-120,2024-07-01,165
USE-0957509,ACC-10334,ENT-0804449,SW-NOC-120,2024-08-01,164
USE-0957510,ACC-10334,ENT-0804449,SW-NOC-120,2024-09-01,162
USE-0957511,ACC-10334,ENT-0804449,SW-NOC-120,2024-10-01,160
USE-0957512,ACC-10334,ENT-0804449,SW-NOC-120,2024-11-01,159
USE-0957513,ACC-10334,ENT-0804449,SW-NOC-120,2024-12-01,157
USE-0957514,ACC-10334,ENT-0804449,SW-NOC-120,2025-01-01,155
USE-0957515,ACC-10334,ENT-0804449,SW-NOC-120,2025-02-01,154
USE-0957516,ACC-10334,ENT-0804449,SW-NOC-120,2025-03-01,152
USE-0957517,ACC-10334,ENT-0804449,SW-NOC-120,2025-04-01,151
USE-0957518,ACC-10334,ENT-0804449,SW-NOC-120,2025-05-01,149
